pred,id
0.719691,20804
0.645097,20805
0.794326,20806
0.980096,20807
0.548721,20808
0.279228,20809
0.828537,20810
0.442203,20811
0.534866,20812
0.51295,20813
0.883368,20814
0.201921,20815
0.167791,20816
0.570033,20817
0.600321,20818
0.588214,20819
0.4404,20820
0.977652,20821
0.941839,20822
0.458734,20823
0.947816,20824
0.420462,20825
1.0,20826
0.389724,20827
0.449828,20828
0.979544,20829
0.606484,20830
0.651762,20831
0.887755,20832
0.759985,20833
0.530065,20834
0.680612,20835
0.302449,20836
0.564084,20837
0.691785,20838
0.51367,20839
0.645805,20840
0.539256,20841
0.495237,20842
0.482626,20843
0.478175,20844
0.389885,20845
0.804568,20846
0.344347,20847
0.551972,20848
0.273112,20849
0.662663,20850
0.329776,20851
0.602923,20852
0.631075,20853
0.574228,20854
0.53589,20855
0.436784,20856
0.550586,20857
0.863943,20858
0.923982,20859
0.297699,20860
0.808875,20861
0.581847,20862
0.703569,20863
0.213397,20864
0.398706,20865
0.276414,20866
0.339331,20867
0.610908,20868
0.474418,20869
0.789666,20870
0.587729,20871
0.662613,20872
0.457442,20873
0.179785,20874
0.57247,20875
0.497564,20876
0.623833,20877
0.460368,20878
0.787744,20879
0.969225,20880
0.350989,20881
0.713489,20882
0.686091,20883
0.34958,20884
0.30984,20885
0.701169,20886
0.645009,20887
0.511858,20888
0.779524,20889
0.782054,20890
0.442704,20891
0.928971,20892
0.708512,20893
0.772043,20894
0.598481,20895
0.556494,20896
0.733791,20897
0.519231,20898
0.816864,20899
0.639415,20900
0.682667,20901
0.335404,20902
0.777461,20903
0.471751,20904
0.74973,20905
0.790537,20906
0.33066,20907
0.733052,20908
0.460168,20909
0.648231,20910
0.746686,20911
0.962418,20912
0.570102,20913
0.769674,20914
0.710518,20915
0.54474,20916
0.42703,20917
0.571183,20918
0.35655,20919
0.592294,20920
0.957508,20921
0.953354,20922
0.329802,20923
0.352564,20924
0.535675,20925
0.469549,20926
0.888938,20927
0.647226,20928
0.340543,20929
0.344482,20930
0.424058,20931
0.499269,20932
0.592575,20933
0.477911,20934
0.881072,20935
0.604161,20936
0.498059,20937
0.836446,20938
0.592975,20939
0.587258,20940
0.531943,20941
0.774399,20942
0.805463,20943
0.49006,20944
0.951436,20945
0.665804,20946
0.471566,20947
0.520943,20948
0.689051,20949
0.834627,20950
0.937443,20951
0.642607,20952
0.648847,20953
0.4833,20954
0.267408,20955
0.54275,20956
0.428645,20957
0.015732,20958
0.452321,20959
0.719343,20960
0.563806,20961
0.436913,20962
0.622401,20963
0.693103,20964
0.364847,20965
0.970285,20966
0.58563,20967
0.579955,20968
0.573903,20969
0.475112,20970
0.850486,20971
0.533613,20972
0.692645,20973
0.854478,20974
0.829319,20975
0.873075,20976
0.597677,20977
0.690743,20978
0.470412,20979
0.903277,20980
0.901212,20981
0.818125,20982
0.507621,20983
0.215866,20984
0.39229,20985
0.691772,20986
0.574166,20987
0.495417,20988
0.22656,20989
0.301374,20990
0.451045,20991
0.548115,20992
0.84535,20993
0.628365,20994
0.509559,20995
0.295181,20996
0.719238,20997
0.606948,20998
0.272157,20999
0.805831,21000
0.49667,21001
0.526856,21002
0.617473,21003
0.382512,21004
0.660519,21005
0.714394,21006
0.552963,21007
0.603125,21008
0.41685,21009
0.742794,21010
0.409804,21011
0.552015,21012
0.733236,21013
0.585449,21014
0.32545,21015
0.702307,21016
0.321759,21017
0.884959,21018
0.479887,21019
0.358144,21020
0.927398,21021
0.571074,21022
0.528183,21023
0.69876,21024
0.592974,21025
0.809014,21026
0.987895,21027
0.074924,21028
0.719065,21029
0.691576,21030
0.569614,21031
0.47708,21032
0.292895,21033
0.774441,21034
0.504299,21035
0.558791,21036
0.720792,21037
0.876959,21038
0.508899,21039
0.880273,21040
0.951497,21041
0.520587,21042
0.881851,21043
0.673595,21044
0.522286,21045
0.553038,21046
0.756007,21047
0.512722,21048
0.293944,21049
0.365387,21050
0.632366,21051
0.838292,21052
0.456067,21053
0.425031,21054
0.280398,21055
0.539272,21056
0.448186,21057
0.521767,21058
0.460586,21059
0.529886,21060
0.649252,21061
0.375884,21062
0.447211,21063
0.956024,21064
0.715444,21065
0.941581,21066
0.47242,21067
0.503638,21068
0.6519,21069
0.84132,21070
0.611091,21071
0.620348,21072
0.649528,21073
0.525752,21074
0.37584,21075
0.58847,21076
0.431552,21077
0.792207,21078
0.920925,21079
0.762377,21080
0.012684,21081
0.871821,21082
0.444919,21083
0.293378,21084
0.331601,21085
0.920855,21086
0.577276,21087
0.780065,21088
0.773686,21089
0.569083,21090
0.604512,21091
0.660172,21092
0.645869,21093
0.719661,21094
0.320955,21095
0.641151,21096
0.741535,21097
0.618684,21098
0.84639,21099
0.773454,21100
0.489744,21101
0.638354,21102
0.272371,21103
0.701636,21104
0.872086,21105
0.271879,21106
0.974884,21107
0.656337,21108
0.522924,21109
0.530129,21110
0.694189,21111
0.543415,21112
0.654127,21113
0.245822,21114
0.226674,21115
0.740991,21116
0.864188,21117
0.600037,21118
0.610382,21119
0.967917,21120
0.638286,21121
0.5542,21122
0.318775,21123
0.597333,21124
0.78352,21125
0.585421,21126
0.638988,21127
0.976173,21128
0.581348,21129
0.320555,21130
0.862016,21131
0.555851,21132
0.442411,21133
0.551946,21134
0.592445,21135
0.311276,21136
0.040461,21137
0.799661,21138
0.616968,21139
0.622866,21140
0.244797,21141
0.39904,21142
0.615386,21143
0.767059,21144
0.288624,21145
0.784733,21146
0.7519,21147
0.641773,21148
0.249265,21149
0.815697,21150
0.985173,21151
0.990107,21152
0.610938,21153
0.400207,21154
0.591326,21155
0.887826,21156
0.785284,21157
0.984225,21158
0.771766,21159
0.019998,21160
0.478105,21161
0.798052,21162
0.574795,21163
0.526804,21164
0.652679,21165
0.610274,21166
0.807489,21167
0.308509,21168
0.186287,21169
0.607337,21170
0.525597,21171
0.494825,21172
0.569214,21173
0.906709,21174
0.605257,21175
0.442519,21176
0.434217,21177
0.503093,21178
0.922509,21179
0.27884,21180
0.898554,21181
0.83714,21182
0.743622,21183
0.623284,21184
0.887597,21185
0.889377,21186
0.459637,21187
0.51353,21188
0.423955,21189
0.539243,21190
0.541952,21191
0.382757,21192
0.524715,21193
0.493326,21194
0.471599,21195
0.760423,21196
0.463877,21197
0.330241,21198
0.131089,21199
0.52983,21200
0.836245,21201
0.627864,21202
0.614792,21203
0.93772,21204
0.451534,21205
0.45465,21206
0.687878,21207
0.487031,21208
0.646589,21209
0.183827,21210
0.410501,21211
0.934548,21212
0.505046,21213
0.467336,21214
0.598102,21215
0.437329,21216
0.936539,21217
0.949626,21218
0.655502,21219
0.63266,21220
0.637131,21221
0.580002,21222
0.940504,21223
0.579048,21224
0.541139,21225
0.384282,21226
0.267388,21227
0.624867,21228
0.941658,21229
0.569329,21230
0.986005,21231
0.91271,21232
0.884582,21233
0.550314,21234
0.592344,21235
0.83054,21236
0.770026,21237
0.882091,21238
0.690053,21239
0.840524,21240
0.974791,21241
0.462179,21242
0.493759,21243
0.692489,21244
0.665258,21245
0.501568,21246
0.030813,21247
0.410365,21248
0.431857,21249
0.473817,21250
0.560619,21251
0.532854,21252
0.472811,21253
0.603803,21254
0.951903,21255
0.636443,21256
0.123113,21257
0.658096,21258
0.503554,21259
0.665177,21260
0.477482,21261
0.682981,21262
0.671343,21263
0.328718,21264
0.618201,21265
0.805334,21266
0.302725,21267
0.680822,21268
0.524331,21269
0.609457,21270
0.502793,21271
0.437866,21272
0.512938,21273
0.493915,21274
0.940977,21275
0.881913,21276
0.78925,21277
0.541235,21278
0.566548,21279
0.451099,21280
0.661809,21281
0.759541,21282
0.778389,21283
0.083275,21284
0.713424,21285
0.704261,21286
0.740143,21287
0.68216,21288
0.909084,21289
0.487847,21290
0.617579,21291
0.684785,21292
0.900986,21293
0.433702,21294
0.711573,21295
0.456797,21296
0.731787,21297
0.277466,21298
0.486917,21299
0.059874,21300
0.602156,21301
1.0,21302
0.952712,21303
0.237143,21304
0.984871,21305
0.467411,21306
0.314551,21307
0.814208,21308
0.567559,21309
0.845356,21310
0.825528,21311
0.578994,21312
0.717896,21313
0.805847,21314
0.808439,21315
0.543971,21316
0.536761,21317
0.287507,21318
0.63359,21319
0.486771,21320
0.930653,21321
0.43174,21322
0.799708,21323
0.520687,21324
0.603861,21325
0.577071,21326
0.76116,21327
0.666679,21328
0.530859,21329
0.388353,21330
0.395421,21331
0.953842,21332
0.656228,21333
0.508447,21334
0.067371,21335
0.627146,21336
0.560051,21337
0.493157,21338
0.532785,21339
0.548613,21340
1.0,21341
0.94841,21342
0.66582,21343
0.925385,21344
0.664972,21345
0.534831,21346
0.403921,21347
0.396756,21348
0.343093,21349
0.860493,21350
0.968382,21351
0.854583,21352
0.843295,21353
0.428615,21354
0.840284,21355
0.749668,21356
0.893393,21357
0.539098,21358
0.359567,21359
0.81389,21360
0.819164,21361
0.327787,21362
0.44248,21363
0.375766,21364
0.877176,21365
0.565823,21366
0.97984,21367
0.949176,21368
0.073013,21369
0.738474,21370
0.287461,21371
0.567908,21372
0.671154,21373
0.655401,21374
0.355953,21375
0.759964,21376
0.137783,21377
0.631081,21378
0.781772,21379
0.519233,21380
0.579147,21381
0.690986,21382
0.52372,21383
0.561185,21384
0.497913,21385
0.905208,21386
0.532787,21387
0.807756,21388
0.433383,21389
0.851984,21390
0.464637,21391
0.912763,21392
0.572935,21393
0.495757,21394
0.699638,21395
0.274153,21396
0.31353,21397
0.403107,21398
0.741903,21399
0.35695,21400
0.677961,21401
0.367796,21402
0.608833,21403
0.498985,21404
0.904835,21405
0.560854,21406
0.70768,21407
0.555591,21408
0.304696,21409
0.933312,21410
0.321939,21411
0.518684,21412
0.556012,21413
0.384463,21414
0.954393,21415
0.748764,21416
0.351598,21417
0.570462,21418
0.624627,21419
0.277227,21420
0.699676,21421
0.930674,21422
0.513569,21423
0.511645,21424
0.551835,21425
0.367692,21426
0.604866,21427
0.932802,21428
0.738008,21429
0.477016,21430
0.0,21431
0.685617,21432
0.55831,21433
0.621165,21434
0.482411,21435
0.651871,21436
0.713825,21437
0.963851,21438
0.899986,21439
0.532422,21440
0.18277,21441
0.606336,21442
0.626363,21443
0.007744,21444
0.926024,21445
0.57073,21446
0.735217,21447
0.954598,21448
0.525974,21449
0.513027,21450
0.921967,21451
0.61816,21452
0.82629,21453
0.858341,21454
0.55614,21455
0.57487,21456
0.535565,21457
0.6218,21458
0.63282,21459
0.965001,21460
0.679168,21461
0.320004,21462
0.495969,21463
0.261284,21464
0.024725,21465
0.710004,21466
0.497932,21467
0.712927,21468
0.859196,21469
0.802605,21470
0.629575,21471
0.985654,21472
0.491521,21473
0.360395,21474
0.524018,21475
0.963124,21476
0.444536,21477
0.372152,21478
0.470175,21479
0.466769,21480
0.531061,21481
0.89683,21482
0.773182,21483
0.743897,21484
0.997594,21485
0.480993,21486
0.587971,21487
0.824736,21488
0.684757,21489
0.514629,21490
0.009824,21491
0.118791,21492
0.786438,21493
0.719268,21494
0.544663,21495
0.730135,21496
0.788775,21497
0.439585,21498
0.446731,21499
0.650638,21500
0.603208,21501
0.826894,21502
0.605895,21503
0.540321,21504
0.514175,21505
0.483102,21506
0.666782,21507
0.74846,21508
0.814391,21509
0.569709,21510
0.841265,21511
0.716548,21512
0.163871,21513
0.911906,21514
0.533261,21515
0.645919,21516
0.617436,21517
0.759361,21518
0.779855,21519
0.526865,21520
0.480112,21521
0.929577,21522
0.484921,21523
0.505278,21524
0.290477,21525
0.69061,21526
0.57371,21527
0.652455,21528
0.954789,21529
0.348058,21530
0.546108,21531
0.194282,21532
0.542749,21533
0.953482,21534
0.345818,21535
0.335277,21536
0.295235,21537
0.708287,21538
0.561874,21539
0.536347,21540
0.967559,21541
0.379557,21542
0.558114,21543
0.41289,21544
0.732462,21545
0.855963,21546
0.979322,21547
0.720357,21548
0.588439,21549
0.313997,21550
0.600457,21551
0.569892,21552
0.885241,21553
0.751274,21554
0.437807,21555
0.569847,21556
0.07139,21557
0.066853,21558
0.584577,21559
0.385077,21560
0.276452,21561
0.435279,21562
0.325624,21563
0.058273,21564
0.773304,21565
0.823936,21566
0.495788,21567
0.3154,21568
0.324075,21569
0.319994,21570
0.734684,21571
0.797974,21572
0.494912,21573
0.773055,21574
0.42928,21575
0.352605,21576
0.805048,21577
0.649464,21578
0.611311,21579
0.768583,21580
0.689571,21581
0.947928,21582
0.462984,21583
0.71082,21584
0.619835,21585
0.427864,21586
0.664298,21587
0.860768,21588
0.483625,21589
0.74774,21590
0.555563,21591
0.568052,21592
0.848369,21593
0.517928,21594
0.434452,21595
0.172891,21596
0.55404,21597
0.220047,21598
0.457053,21599
0.776513,21600
0.826489,21601
0.63014,21602
0.307189,21603
0.82323,21604
0.471661,21605
0.069939,21606
0.478427,21607
0.465105,21608
0.591322,21609
0.51768,21610
0.014209,21611
0.899663,21612
0.948631,21613
0.679724,21614
0.709418,21615
0.755589,21616
0.733066,21617
0.402286,21618
0.532619,21619
0.950732,21620
0.63014,21621
0.475791,21622
0.336201,21623
0.573489,21624
0.510297,21625
0.640021,21626
0.683014,21627
0.605211,21628
0.618909,21629
0.535298,21630
0.436986,21631
0.03084,21632
0.563267,21633
0.560774,21634
0.504167,21635
0.82717,21636
0.368417,21637
0.947151,21638
0.871139,21639
0.881921,21640
0.372568,21641
0.754771,21642
0.793211,21643
0.723638,21644
0.023306,21645
0.711346,21646
0.929179,21647
0.337272,21648
0.654319,21649
0.459644,21650
0.769066,21651
0.330279,21652
0.010761,21653
0.048364,21654
0.802989,21655
0.458393,21656
0.901917,21657
0.358536,21658
0.753795,21659
0.519197,21660
0.787604,21661
0.47663,21662
0.616047,21663
0.583835,21664
0.483853,21665
0.417652,21666
0.489443,21667
0.531681,21668
0.881132,21669
0.639396,21670
0.944327,21671
0.680642,21672
0.387553,21673
0.329088,21674
0.387634,21675
0.710135,21676
0.945673,21677
0.840732,21678
0.427097,21679
0.816828,21680
0.555558,21681
0.449821,21682
0.762702,21683
0.732614,21684
0.683966,21685
0.725244,21686
0.660183,21687
0.284361,21688
0.536229,21689
0.295404,21690
0.830941,21691
0.424879,21692
0.373368,21693
0.499454,21694
0.730611,21695
0.667944,21696
0.55713,21697
0.512095,21698
0.538747,21699
0.940608,21700
0.836581,21701
0.491937,21702
0.437875,21703
0.549591,21704
0.727875,21705
0.010013,21706
0.738262,21707
0.593597,21708
0.945533,21709
0.89967,21710
0.509502,21711
0.592983,21712
0.770244,21713
0.522545,21714
0.696394,21715
0.869157,21716
0.485267,21717
0.395491,21718
0.870694,21719
0.742849,21720
0.870967,21721
0.752119,21722
0.519325,21723
0.60826,21724
0.894347,21725
0.793137,21726
0.455564,21727
0.778187,21728
0.388902,21729
0.740443,21730
0.78885,21731
0.899848,21732
0.893769,21733
0.650172,21734
0.637187,21735
0.808413,21736
0.387904,21737
0.736393,21738
0.822109,21739
0.828314,21740
0.272898,21741
0.750235,21742
0.904746,21743
0.820948,21744
0.967474,21745
0.813914,21746
0.35183,21747
0.430161,21748
