id,pred
20540,0.803
20541,0.597
20542,0.615
20543,0.619
20544,0.9
20545,0.823
20546,0.374
20547,0.727
20548,0.805
20549,0.4
20550,0.767
20551,0.881
20552,0.6
20553,0.857
20554,0.756
20555,0.453
20556,0.54
20557,0.813
20558,0.507
20559,0.575
20560,0.437
20561,0.969
20562,0.603
20563,0.35
20564,0.669
20565,0.8
20566,0.522
20567,0.434
20568,0.368
20569,0.4
20570,0.565
20571,0.669
20572,0.8
20573,0.411
20574,0.433
20575,0.553
20576,0.462
20577,0.768
20578,0.622
20579,0.456
20580,0.655
20581,0.596
20582,0.954
20583,0.496
20584,0.512
20585,0.491
20586,0.863
20587,0.9
20588,0.589
20589,0.874
20590,0.37
20591,0.579
20592,0.946
20593,0.9
20594,0.603
20595,0.508
20596,0.582
20597,0.278
20598,0.631
20599,0.687
20600,0.413
20601,0.645
20602,0.541
20603,0.572
20604,0.702
20605,0.439
20606,0.518
20607,0.352
20608,0.966
20609,0.309
20610,0.562
20611,0.538
20612,0.5
20613,0.863
20614,0.812
20615,0.694
20616,0.392
20617,0.716
20618,0.752
20619,0.467
20620,0.771
20621,0.502
20622,0.649
20623,0.6
20624,0.963
20625,0.928
20626,0.9
20627,0.437
20628,0.898
20629,0.507
20630,0.821
20631,0.562
20632,0.696
20633,0.385
20634,0.887
20635,0.679
20636,0.53
20637,0.438
20638,0.5
20639,0.553
20640,0.641
20641,0.224
20642,0.759
20643,0.408
20644,0.342
20645,0.817
20646,0.394
20647,0.624
20648,0.776
20649,0.732
20650,0.5
20651,0.491
20652,0.942
20653,0.778
20654,0.576
20655,0.511
20656,0.514
20657,0.963
20658,0.778
20659,0.502
20660,0.529
20661,0.318
20662,0.896
20663,0.1
20664,0.71
20665,0.658
20666,0.456
20667,0.633
20668,0.67
20669,0.684
20670,0.875
20671,0.741
20672,0.7
20673,0.534
20674,0.54
20675,1.0
20676,0.292
20677,0.615
20678,0.221
20679,0.0
20680,0.829
20681,0.962
20682,0.287
20683,0.772
20684,0.707
20685,0.876
20686,0.7
20687,0.449
20688,0.571
20689,0.3
20690,0.588
20691,0.5
20692,0.611
20693,0.405
20694,0.367
20695,0.55
20696,0.9
20697,0.337
20698,0.712
20699,0.474
20700,0.794
20701,0.419
20702,0.65
20703,0.564
20704,0.616
20705,0.395
20706,0.523
20707,0.363
20708,0.536
20709,0.8
20710,0.4
20711,0.447
20712,0.556
20713,0.623
20714,0.573
20715,0.568
20716,0.812
20717,0.893
20718,0.813
20719,0.2
20720,0.696
20721,0.613
20722,0.397
20723,0.73
20724,0.466
20725,0.583
20726,0.819
20727,0.833
20728,0.822
20729,0.448
20730,0.478
20731,0.479
20732,0.777
20733,0.634
20734,0.1
20735,0.527
20736,0.153
20737,0.468
20738,0.75
20739,0.583
20740,0.741
20741,0.696
20742,0.536
20743,0.786
20744,0.777
20745,0.0
20746,0.683
20747,0.557
20748,0.471
20749,0.409
20750,0.8
20751,0.566
20752,0.9
20753,0.857
20754,0.801
20755,0.61
20756,0.9
20757,0.694
20758,0.714
20759,0.536
20760,0.94
20761,0.543
20762,0.148
20763,0.835
20764,0.282
20765,0.57
20766,0.639
20767,0.358
20768,0.726
20769,0.878
20770,0.805
20771,0.711
20772,0.571
20773,0.851
20774,0.639
20775,0.8
20776,0.704
20777,0.599
20778,1.0
20779,0.596
20780,0.713
20781,0.3
20782,0.561
20783,0.74
20784,0.488
20785,0.216
20786,0.77
20787,0.759
20788,0.943
20789,0.623
20790,0.211
20791,0.627
20792,0.562
20793,0.641
20794,0.27
20795,0.662
20796,0.524
20797,0.746
20798,0.729
20799,0.703
20800,0.6
20801,0.555
20802,0.541
20803,0.653
20804,0.665
20805,0.341
20806,0.819
20807,0.908
20808,0.801
20809,0.329
20810,0.783
20811,0.2
20812,0.444
20813,0.707
20814,0.636
20815,0.583
20816,0.435
20817,0.4
20818,0.472
20819,0.709
20820,0.719
20821,1.0
20822,0.956
20823,0.598
20824,0.679
20825,0.819
20826,0.678
20827,0.129
20828,0.737
20829,0.7
20830,0.539
20831,0.505
20832,0.893
20833,0.669
20834,0.598
20835,0.747
20836,0.568
20837,0.687
20838,0.7
20839,0.677
20840,0.753
20841,0.522
20842,0.754
20843,0.685
20844,0.761
20845,0.338
20846,0.894
20847,0.327
20848,0.549
20849,0.719
20850,0.654
20851,0.454
20852,0.861
20853,0.716
20854,0.562
20855,0.509
20856,0.379
20857,0.592
20858,0.327
20859,0.554
20860,0.474
20861,0.632
20862,0.595
20863,0.795
20864,0.229
20865,0.261
20866,0.511
20867,0.197
20868,0.629
20869,0.456
20870,0.594
20871,0.556
20872,0.738
20873,0.527
20874,0.455
20875,0.615
20876,0.538
20877,0.7
20878,0.686
20879,0.705
20880,0.8
20881,0.472
20882,0.696
20883,0.639
20884,0.696
20885,0.638
20886,0.879
20887,0.5
20888,0.193
20889,0.747
20890,0.401
20891,0.236
20892,0.887
20893,0.73
20894,0.478
20895,0.498
20896,0.437
20897,0.9
20898,0.745
20899,0.791
20900,0.1
20901,0.321
20902,0.73
20903,0.298
20904,0.64
20905,0.698
20906,0.715
20907,0.536
20908,0.769
20909,0.636
20910,0.672
20911,0.574
20912,0.513
20913,0.955
20914,0.751
20915,0.673
20916,0.4
20917,0.243
20918,0.688
20919,0.681
20920,0.588
20921,0.788
20922,0.526
20923,0.363
20924,0.509
20925,0.538
20926,0.413
20927,0.717
20928,0.79
20929,0.454
20930,0.499
20931,0.53
20932,0.487
20933,0.36
20934,0.6
20935,0.597
20936,0.645
20937,0.2
20938,0.765
20939,0.573
20940,0.471
20941,0.522
20942,0.92
20943,0.692
20944,0.67
20945,0.913
20946,0.538
20947,0.437
20948,0.644
20949,0.821
20950,0.816
20951,0.7
20952,0.705
20953,0.86
20954,0.606
20955,0.611
20956,0.754
20957,0.248
20958,0.346
20959,0.611
20960,0.546
20961,0.498
20962,0.7
20963,0.9
20964,0.862
20965,0.531
20966,0.852
20967,0.433
20968,0.769
20969,0.603
20970,0.2
20971,0.838
20972,0.715
20973,0.777
20974,0.763
20975,0.454
20976,0.63
20977,0.722
20978,0.683
20979,0.582
20980,0.8
20981,0.725
20982,0.807
20983,0.545
20984,0.802
20985,0.491
20986,0.887
20987,0.358
20988,0.462
20989,0.62
20990,0.475
20991,0.479
20992,0.462
20993,0.881
20994,0.576
20995,0.587
20996,0.1
20997,0.67
20998,0.837
20999,0.63
21000,0.738
21001,0.4
21002,0.25
21003,0.3
21004,0.333
21005,0.73
21006,0.447
21007,0.754
21008,0.4
21009,0.239
21010,0.851
21011,0.379
21012,0.845
21013,0.762
21014,0.776
21015,0.633
21016,0.501
21017,0.7
21018,0.55
21019,0.54
21020,0.248
21021,0.619
21022,0.754
21023,0.574
21024,0.587
21025,0.736
21026,0.4
21027,0.93
21028,0.601
21029,0.9
21030,0.913
21031,0.772
21032,0.416
21033,0.232
21034,0.639
21035,0.786
21036,0.2
21037,0.9
21038,0.7
21039,0.287
21040,0.9
21041,1.0
21042,0.551
21043,0.434
21044,0.913
21045,0.6
21046,1.0
21047,0.629
21048,0.847
21049,0.333
21050,0.66
21051,0.81
21052,0.768
21053,0.524
21054,0.388
21055,0.401
21056,0.618
21057,0.546
21058,0.535
21059,0.616
21060,0.457
21061,0.5
21062,0.526
21063,0.229
21064,0.597
21065,0.514
21066,0.521
21067,0.523
21068,0.534
21069,0.3
21070,0.494
21071,0.571
21072,0.456
21073,0.9
21074,0.625
21075,0.61
21076,0.7
21077,0.532
21078,1.0
21079,0.75
21080,0.743
21081,0.4
21082,0.762
21083,0.6
21084,0.651
21085,0.341
21086,0.436
21087,0.631
21088,0.369
21089,0.8
21090,0.613
21091,0.8
21092,0.815
21093,0.453
21094,0.705
21095,0.423
21096,0.801
21097,0.593
21098,0.455
21099,0.9
21100,0.844
21101,0.4
21102,0.7
21103,0.443
21104,0.369
21105,0.67
21106,0.5
21107,0.902
21108,0.861
21109,0.605
21110,0.556
21111,0.523
21112,0.724
21113,0.802
21114,0.416
21115,0.892
21116,0.725
21117,0.738
21118,0.386
21119,0.547
21120,0.6
21121,0.924
21122,0.949
21123,0.629
21124,0.75
21125,0.613
21126,0.617
21127,0.637
21128,0.626
21129,0.601
21130,0.355
21131,0.77
21132,0.575
21133,0.543
21134,0.669
21135,0.777
21136,0.454
21137,0.396
21138,0.797
21139,0.528
21140,0.759
21141,0.679
21142,0.315
21143,0.72
21144,0.7
21145,0.407
21146,0.118
21147,0.771
21148,0.435
21149,0.728
21150,0.571
21151,0.777
21152,0.798
21153,0.653
21154,0.455
21155,0.607
21156,0.599
21157,0.892
21158,0.651
21159,0.611
21160,0.288
21161,0.467
21162,0.553
21163,0.665
21164,0.65
21165,0.529
21166,0.75
21167,0.285
21168,0.3
21169,0.468
21170,0.655
21171,0.591
21172,0.308
21173,0.456
21174,0.655
21175,0.8
21176,0.553
21177,0.663
21178,0.769
21179,0.8
21180,0.747
21181,0.439
21182,0.739
21183,0.71
21184,0.838
21185,0.873
21186,0.409
21187,0.264
21188,0.433
21189,0.5
21190,0.249
21191,0.332
21192,0.533
21193,0.85
21194,0.682
21195,0.9
21196,0.693
21197,0.367
21198,0.678
21199,0.295
21200,0.367
21201,0.677
21202,0.541
21203,0.724
21204,0.897
21205,0.5
21206,0.362
21207,0.647
21208,0.584
21209,0.789
21210,0.4
21211,0.398
21212,1.0
21213,0.537
21214,0.558
21215,0.591
21216,0.65
21217,0.99
21218,0.792
21219,0.788
21220,0.7
21221,0.711
21222,0.2
21223,0.953
21224,0.552
21225,0.523
21226,0.289
21227,0.475
21228,0.6
21229,0.988
21230,0.642
21231,0.893
21232,0.836
21233,0.625
21234,0.804
21235,0.579
21236,0.817
21237,0.9
21238,0.7
21239,0.811
21240,0.961
21241,0.881
21242,0.436
21243,0.672
21244,0.452
21245,0.792
21246,0.621
21247,0.209
21248,0.455
21249,0.703
21250,0.672
21251,0.7
21252,0.49
21253,0.506
21254,0.413
21255,0.8
21256,0.725
21257,0.276
21258,0.81
21259,0.537
21260,0.472
21261,0.652
21262,0.808
21263,0.513
21264,0.514
21265,0.55
21266,0.559
21267,0.227
21268,0.49
21269,0.802
21270,0.451
21271,0.716
21272,0.138
21273,0.64
21274,0.325
21275,0.954
21276,0.646
21277,0.771
21278,0.508
21279,0.609
21280,0.233
21281,0.6
21282,0.676
21283,0.668
21284,0.184
21285,0.686
21286,0.597
21287,0.722
21288,0.561
21289,1.0
21290,0.446
21291,0.407
21292,0.705
21293,0.655
21294,0.496
21295,0.846
21296,0.633
21297,0.862
21298,0.918
21299,0.808
21300,0.386
21301,0.762
21302,0.606
21303,0.802
21304,0.705
21305,0.767
21306,0.62
21307,0.681
21308,0.544
21309,0.423
21310,0.61
21311,0.642
21312,0.6
21313,0.2
21314,0.398
21315,0.388
21316,1.0
21317,0.712
21318,0.547
21319,0.538
21320,0.668
21321,0.806
21322,0.736
21323,0.793
21324,0.2
21325,0.9
21326,0.434
21327,0.623
21328,0.533
21329,0.627
21330,0.596
21331,0.67
21332,0.934
21333,0.233
21334,0.3
21335,0.269
21336,0.466
21337,0.827
21338,0.634
21339,0.8
21340,0.531
21341,1.0
21342,0.538
21343,0.338
21344,0.844
21345,0.414
21346,0.443
21347,0.503
21348,0.567
21349,0.248
21350,0.514
21351,0.843
21352,0.668
21353,1.0
21354,0.562
21355,0.687
21356,0.333
21357,0.229
21358,0.91
21359,0.596
21360,0.862
21361,0.52
21362,0.333
21363,0.55
21364,0.369
21365,0.784
21366,0.592
21367,0.846
21368,0.671
21369,0.644
21370,0.651
21371,0.629
21372,0.7
21373,0.948
21374,0.592
21375,0.543
21376,0.625
21377,0.56
21378,0.7
21379,0.7
21380,0.943
21381,0.8
21382,0.414
21383,0.921
21384,0.563
21385,0.6
21386,0.802
21387,0.745
21388,0.755
21389,0.41
21390,0.634
21391,0.652
21392,0.739
21393,0.485
21394,0.641
21395,0.577
21396,0.759
21397,0.565
21398,0.55
21399,0.61
21400,0.668
21401,0.743
21402,0.19
21403,0.553
21404,0.668
21405,1.0
21406,0.58
21407,0.521
21408,0.692
21409,0.336
21410,0.597
21411,0.678
21412,0.639
21413,0.382
21414,0.481
21415,0.634
21416,0.582
21417,0.459
21418,0.479
21419,0.275
21420,0.649
21421,0.494
21422,0.981
21423,0.708
21424,0.463
21425,0.474
21426,0.32
21427,0.602
21428,0.733
21429,0.736
21430,0.64
21431,0.283
21432,0.4
21433,0.662
21434,0.541
21435,0.43
21436,0.888
21437,0.647
21438,0.725
21439,0.805
21440,0.652
21441,0.782
21442,0.471
21443,0.406
21444,0.487
21445,0.86
21446,0.83
21447,0.9
21448,0.546
21449,0.762
21450,0.661
21451,0.442
21452,0.7
21453,0.85
21454,0.334
21455,0.3
21456,0.46
21457,0.655
21458,0.548
21459,0.945
21460,0.8
21461,0.674
21462,0.258
21463,0.585
21464,0.241
21465,0.598
21466,0.1
21467,0.586
21468,0.9
21469,0.671
21470,0.768
21471,0.584
21472,0.7
21473,0.593
21474,0.5
21475,0.586
21476,0.6
21477,0.5
21478,0.6
21479,0.4
21480,0.2
21481,0.44
21482,0.84
21483,0.72
21484,0.809
21485,0.952
21486,0.43
21487,0.74
21488,0.686
21489,0.611
21490,0.547
21491,0.475
21492,0.37
21493,0.551
21494,0.499
21495,0.545
21496,0.4
21497,0.9
21498,0.662
21499,0.841
21500,0.428
21501,0.7
21502,0.405
21503,0.635
21504,0.9
21505,0.649
21506,0.254
21507,0.643
21508,0.741
21509,0.976
21510,0.254
21511,0.531
21512,0.647
21513,0.2
21514,0.794
21515,0.465
21516,0.697
21517,0.7
21518,0.618
21519,0.761
21520,0.529
21521,0.413
21522,0.903
21523,0.628
21524,0.406
21525,0.478
21526,0.1
21527,0.775
21528,0.927
21529,0.664
21530,0.439
21531,0.861
21532,0.367
21533,0.43
21534,0.672
21535,0.5
21536,0.314
21537,0.7
21538,0.751
21539,0.145
21540,0.8
21541,0.779
21542,0.758
21543,0.513
21544,0.527
21545,0.846
21546,0.973
21547,0.679
21548,0.618
21549,0.206
21550,0.511
21551,0.9
21552,0.767
21553,0.753
21554,0.826
21555,0.637
21556,0.396
21557,0.605
21558,0.468
21559,0.637
21560,0.44
21561,0.279
21562,0.477
21563,0.212
21564,0.413
21565,0.895
21566,0.776
21567,0.723
21568,0.7
21569,0.347
21570,0.199
21571,0.5
21572,0.525
21573,0.767
21574,0.952
21575,0.544
21576,0.498
21577,0.569
21578,0.813
21579,0.064
21580,0.45
21581,0.7
21582,0.9
21583,0.175
21584,0.575
21585,0.735
21586,0.121
21587,0.659
21588,0.822
21589,0.622
21590,0.78
21591,0.644
21592,0.6
21593,0.725
21594,0.347
21595,0.524
21596,0.482
21597,0.613
21598,0.679
21599,0.2
21600,0.379
21601,0.803
21602,0.66
21603,0.402
21604,0.647
21605,0.402
21606,0.546
21607,0.415
21608,0.102
21609,0.539
21610,0.58
21611,0.37
21612,0.99
21613,0.853
21614,0.968
21615,0.892
21616,0.546
21617,0.459
21618,0.784
21619,0.221
21620,0.959
21621,0.467
21622,0.31
21623,0.328
21624,0.242
21625,0.647
21626,0.559
21627,0.252
21628,0.641
21629,0.891
21630,0.537
21631,0.408
21632,0.501
21633,0.704
21634,0.5
21635,0.699
21636,0.361
21637,0.094
21638,0.583
21639,0.7
21640,0.905
21641,0.464
21642,0.6
21643,0.565
21644,0.915
21645,0.427
21646,0.346
21647,0.754
21648,0.593
21649,0.7
21650,0.8
21651,1.0
21652,0.386
21653,0.536
21654,0.367
21655,0.953
21656,0.207
21657,0.626
21658,0.407
21659,0.819
21660,0.501
21661,0.8
21662,0.37
21663,0.793
21664,0.567
21665,0.724
21666,0.34
21667,0.609
21668,0.957
21669,0.619
21670,0.5
21671,0.765
21672,0.639
21673,0.532
21674,0.332
21675,0.729
21676,0.81
21677,0.889
21678,0.714
21679,0.657
21680,0.585
21681,0.468
21682,0.619
21683,0.715
21684,0.816
21685,0.8
21686,0.444
21687,0.637
21688,0.635
21689,0.597
21690,0.516
21691,0.767
21692,0.562
21693,0.653
21694,0.506
21695,0.667
21696,0.5
21697,0.873
21698,0.482
21699,0.451
21700,0.621
21701,0.845
21702,0.377
21703,0.57
21704,0.6
21705,0.739
21706,0.408
21707,0.703
21708,0.837
21709,0.633
21710,0.559
21711,0.852
21712,0.806
21713,0.922
21714,0.197
21715,0.73
21716,0.554
21717,0.979
21718,0.505
21719,0.663
21720,0.777
21721,0.763
21722,0.767
21723,0.607
21724,0.731
21725,0.888
21726,0.569
21727,0.487
21728,0.674
21729,0.477
21730,0.776
21731,0.737
21732,0.908
21733,0.971
21734,0.468
21735,0.775
21736,0.6
21737,0.354
21738,0.835
21739,0.182
21740,0.842
21741,0.522
21742,0.646
21743,0.819
21744,0.755
21745,0.749
21746,0.583
21747,0.689
21748,0.607
21749,0.21
21750,0.654
21751,0.5
21752,0.552
21753,0.588
21754,0.582
21755,0.706
21756,0.643
21757,0.9
21758,0.449
21759,0.54
21760,0.4
21761,0.479
21762,0.84
21763,0.704
21764,0.955
21765,0.597
21766,0.445
21767,0.39
21768,0.689
21769,0.78
21770,0.95
21771,0.74
21772,0.308
21773,0.6
21774,0.672
21775,0.93
21776,0.756
21777,0.496
21778,0.811
21779,0.957
21780,0.619
21781,0.436
21782,0.903
21783,0.613
21784,0.722
21785,0.665
21786,0.494
21787,0.749
21788,0.384
21789,0.698
21790,0.613
21791,0.85
21792,0.118
21793,0.452
21794,0.956
21795,0.487
21796,0.825
21797,0.355
21798,0.6
21799,0.681
21800,0.732
21801,0.375
21802,0.458
21803,0.925
21804,0.688
21805,0.657
21806,0.963
21807,0.677
21808,0.53
21809,0.5
21810,0.716
21811,0.6
21812,0.524
21813,0.626
21814,0.585
21815,0.768
21816,0.464
21817,0.397
21818,0.482
21819,0.582
21820,0.775
21821,0.626
21822,0.62
21823,0.631
21824,0.796
21825,0.5
21826,0.199
21827,0.1
21828,0.728
21829,0.421
21830,0.108
21831,0.6
21832,0.639
21833,0.735
21834,0.571
21835,0.2
21836,0.533
21837,0.6
21838,0.367
21839,0.782
21840,0.641
21841,0.69
21842,0.443
21843,0.537
21844,0.596
21845,0.793
21846,0.8
21847,0.353
21848,0.628
21849,0.85
21850,0.525
21851,0.616
21852,0.224
21853,0.98
21854,0.884
21855,0.5
21856,0.426
21857,0.8
21858,0.595
21859,0.642
21860,0.48
21861,0.507
21862,0.41
21863,0.735
21864,0.647
21865,0.586
21866,0.758
21867,0.338
21868,0.228
21869,0.4
21870,0.463
21871,0.8
21872,0.476
21873,0.52
21874,0.617
21875,0.875
21876,0.617
21877,0.755
21878,0.675
21879,0.223
21880,0.299
21881,0.628
21882,0.292
21883,0.2
21884,0.718
21885,0.5
21886,0.413
21887,0.452
21888,0.9
21889,0.875
21890,0.588
21891,0.9
21892,0.7
21893,0.831
21894,0.5
21895,0.133
21896,0.674
21897,0.498
21898,0.411
21899,0.581
21900,0.15
21901,0.73
21902,0.493
21903,0.809
21904,0.8
21905,0.2
21906,0.488
21907,0.338
21908,0.281
21909,0.857
21910,0.415
21911,0.546
21912,0.803
21913,0.876
21914,0.895
21915,0.144
21916,0.619
21917,0.702
21918,0.864
21919,0.618
21920,0.444
21921,0.438
21922,0.561
21923,0.622
21924,0.677
21925,0.468
21926,0.2
21927,0.176
21928,0.7
21929,0.535
21930,0.944
21931,0.634
21932,0.846
21933,0.511
21934,0.724
21935,0.79
21936,0.82
21937,0.655
21938,0.8
21939,0.7
21940,1.0
21941,0.831
21942,0.699
21943,0.781
21944,0.725
21945,0.537
21946,0.77
21947,0.333
21948,0.422
21949,0.46
21950,0.701
21951,0.795
21952,0.764
21953,0.633
21954,0.602
21955,0.486
21956,0.86
21957,0.464
21958,0.433
21959,0.747
21960,0.729
21961,0.617
21962,0.668
21963,0.505
21964,0.528
21965,0.42
21966,0.519
21967,0.385
21968,0.855
21969,0.5
21970,0.491
21971,0.412
21972,0.743
21973,0.563
21974,0.461
21975,0.734
21976,0.6
21977,0.538
21978,0.636
21979,0.689
21980,0.699
21981,0.92
21982,0.984
21983,1.0
21984,0.722
21985,0.645
21986,0.593
21987,0.728
21988,0.751
21989,0.483
21990,0.546
21991,0.674
21992,0.692
21993,0.842
21994,0.866
21995,0.064
21996,0.657
21997,0.49
